route_id,route_week,split,row_count,delivery_stop_count,strict_primary,route_start_depot_anchor,repeated_stop_event_key,has_repeated_stop_id
309,0,training,16,15,True,True,True,False
310,0,training,11,10,True,True,True,False
312,0,training,11,10,True,True,True,False
313,0,training,13,12,True,True,True,False
315,0,training,16,14,False,False,True,True
317,0,training,12,11,True,True,True,False
318,0,training,13,12,True,True,True,False
319,0,training,11,10,True,True,True,False
320,0,training,14,13,True,True,True,False
321,0,training,14,13,True,True,True,False
323,0,training,12,11,True,True,True,False
324,0,training,12,11,True,True,True,False
326,0,training,18,17,True,True,True,False
327,0,training,17,16,True,True,True,False
329,0,training,14,13,True,True,True,False
331,0,training,15,14,True,True,True,False
332,0,training,15,14,True,True,True,False
333,0,training,13,12,True,True,True,False
334,0,training,18,16,False,False,True,True
335,0,training,14,13,True,True,True,False
336,0,training,16,15,True,True,True,False
337,0,training,11,10,True,True,True,False
338,0,training,20,19,True,True,True,False
339,0,training,14,13,True,True,True,False
343,0,training,21,20,True,True,True,False
345,0,training,11,10,True,True,True,False
346,0,training,16,15,True,True,True,False
347,0,training,13,12,True,True,True,False
351,0,training,11,10,True,True,True,False
352,0,training,13,12,True,True,True,False
353,0,training,16,13,False,False,True,True
354,0,training,16,15,True,True,True,False
355,0,training,16,15,True,True,True,False
356,0,training,11,10,True,True,True,False
357,0,training,20,18,False,False,True,True
358,0,training,14,13,True,True,True,False
360,0,training,15,14,True,True,True,False
362,0,training,20,18,False,False,True,True
364,0,training,16,15,True,True,True,False
365,0,training,14,13,True,True,True,False
368,0,training,13,12,True,True,True,False
370,0,training,14,13,True,True,True,False
371,0,training,16,15,True,True,True,False
372,0,training,14,13,True,True,True,False
375,0,training,15,14,True,True,True,False
376,0,training,19,17,False,False,True,True
377,0,training,17,15,False,False,True,True
381,0,training,16,15,True,True,True,False
382,0,training,26,22,False,False,True,True
384,0,training,16,12,False,False,True,True
385,0,training,12,11,True,True,True,False
391,0,training,12,11,True,True,True,False
392,0,training,17,14,False,False,True,True
394,0,training,18,17,True,True,True,False
396,0,training,12,11,True,True,True,False
397,0,training,14,13,True,True,True,False
403,0,training,12,10,False,False,True,True
410,0,training,11,10,True,True,True,False
416,0,training,12,11,True,True,True,False
418,0,training,13,11,False,False,True,True
420,0,training,16,14,False,False,True,True
422,0,training,11,10,True,True,True,False
423,0,training,14,13,True,True,True,False
424,0,training,15,14,True,True,True,False
428,1,training,18,17,True,True,True,False
429,1,training,18,17,True,True,True,False
430,1,training,13,12,True,True,True,False
431,1,training,22,21,True,True,True,False
432,1,training,17,16,True,True,True,False
434,1,training,16,15,True,True,True,False
435,1,training,15,14,True,True,True,False
437,1,training,13,12,True,True,True,False
438,1,training,15,14,True,True,True,False
439,1,training,13,12,True,True,True,False
440,1,training,24,23,True,True,True,False
442,1,training,13,12,True,True,True,False
443,1,training,19,17,False,False,True,True
444,1,training,16,15,True,True,True,False
445,1,training,16,15,True,True,True,False
446,1,training,20,19,True,True,True,False
447,1,training,16,15,True,True,True,False
450,1,training,11,10,True,True,True,False
451,1,training,15,13,False,False,True,True
452,1,training,15,14,True,True,True,False
453,1,training,15,14,True,True,True,False
454,1,training,20,19,True,True,True,False
456,1,training,14,12,False,False,True,True
457,1,training,15,14,True,True,True,False
458,1,training,14,13,True,True,True,False
459,1,training,19,18,True,True,True,False
460,1,training,16,15,True,True,True,False
461,1,training,15,14,True,True,True,False
463,1,training,21,20,True,True,True,False
464,1,training,21,20,False,False,True,True
465,1,training,17,16,True,True,True,False
467,1,training,22,20,False,False,True,True
468,1,training,13,11,False,False,True,True
469,1,training,15,14,True,True,True,False
471,1,training,12,11,True,True,True,False
472,1,training,21,20,True,True,True,False
473,1,training,17,16,True,True,True,False
476,1,training,16,15,True,True,True,False
478,1,training,15,14,True,True,True,False
479,1,training,15,13,False,False,True,True
480,1,training,22,20,False,False,True,True
481,1,training,12,11,True,True,True,False
482,1,training,20,19,True,True,True,False
484,1,training,23,21,False,False,True,True
486,1,training,13,12,True,True,True,False
487,1,training,12,10,False,False,True,True
488,1,training,17,16,True,True,True,False
490,1,training,14,13,True,True,True,False
491,1,training,15,14,True,True,True,False
494,1,training,12,11,False,False,True,True
495,1,training,13,10,False,False,True,True
501,1,training,12,11,True,True,True,False
502,1,training,13,12,True,True,True,False
503,1,training,12,11,True,True,True,False
504,1,training,20,18,False,False,True,True
505,1,training,16,13,False,False,True,True
506,1,training,12,11,True,True,True,False
509,1,training,14,13,True,True,True,False
510,1,training,14,13,True,True,True,False
513,1,training,19,18,True,True,True,False
515,1,training,14,13,True,True,True,False
516,1,training,13,11,False,False,True,True
518,1,training,13,11,False,False,True,True
523,1,training,13,11,False,False,True,True
524,1,training,20,19,True,True,True,False
532,1,training,12,11,True,True,True,False
535,1,training,13,12,True,True,True,False
537,1,training,11,10,True,True,True,False
538,1,training,14,13,True,True,True,False
541,1,training,16,15,True,True,True,False
542,1,training,13,12,True,True,True,False
543,1,training,15,14,True,True,True,False
544,1,training,11,10,True,True,True,False
545,1,training,17,16,True,True,True,False
546,1,training,11,10,True,True,True,False
547,1,training,12,11,True,True,True,False
548,1,training,17,16,True,True,True,False
549,1,training,15,14,True,True,True,False
552,1,training,17,16,True,True,True,False
553,1,training,17,16,True,True,True,False
554,1,training,14,12,False,False,True,True
555,1,training,12,11,True,True,True,False
556,1,training,12,11,True,True,True,False
557,1,training,14,13,True,True,True,False
558,1,training,20,19,False,False,True,True
559,1,training,18,17,True,True,True,False
560,1,training,12,11,True,True,True,False
561,1,training,19,18,True,True,True,False
562,1,training,13,12,True,True,True,False
563,1,training,21,19,False,False,True,True
564,1,training,27,20,False,False,True,True
565,1,training,11,10,True,True,True,False
566,1,training,19,18,True,True,True,False
569,1,training,16,15,True,True,True,False
570,1,training,19,18,True,True,True,False
572,1,training,19,18,True,True,True,False
573,1,training,18,17,True,True,True,False
574,1,training,12,11,True,True,True,False
575,1,training,14,13,True,True,True,False
576,1,training,21,20,True,True,True,False
577,1,training,12,10,True,True,True,False
578,1,training,18,16,True,False,True,False
580,1,training,15,14,True,True,True,False
581,1,training,11,10,True,True,True,False
582,1,training,19,18,True,True,True,False
585,1,training,29,27,False,False,True,True
589,1,training,11,10,True,True,True,False
590,1,training,18,17,True,True,True,False
591,1,training,12,10,False,False,True,True
593,1,training,17,16,True,True,True,False
596,1,training,19,15,False,False,True,True
597,1,training,19,17,False,False,True,True
598,1,training,12,11,True,True,True,False
600,1,training,20,19,True,True,True,False
601,1,training,13,12,True,True,True,False
603,1,training,17,16,True,True,True,False
605,1,training,16,15,True,True,True,False
606,1,training,13,12,False,False,True,True
608,1,training,13,12,True,True,True,False
611,1,training,11,10,True,True,True,False
613,1,training,14,11,False,False,True,True
619,1,training,14,13,True,True,True,False
621,1,training,11,10,True,True,True,False
622,1,training,19,17,False,False,True,True
641,1,training,11,10,True,True,True,False
648,1,training,11,10,True,True,True,False
651,1,training,15,14,True,True,True,False
652,1,training,14,13,True,True,True,False
654,1,training,14,13,True,True,True,False
655,1,training,11,10,True,True,True,False
656,1,training,18,17,True,True,True,False
657,1,training,18,17,True,True,True,False
658,1,training,18,17,True,True,True,False
659,1,training,11,10,True,True,True,False
661,1,training,11,10,True,True,True,False
662,1,training,18,17,True,True,True,False
663,1,training,11,10,True,True,True,False
665,1,training,15,14,True,True,True,False
667,1,training,15,14,True,True,True,False
672,1,training,23,22,True,True,True,False
673,1,training,14,13,True,True,True,False
674,1,training,19,16,False,False,True,True
676,1,training,15,13,False,False,True,True
677,1,training,11,10,True,True,True,False
678,1,training,15,14,False,False,True,True
679,1,training,12,11,True,True,True,False
680,1,training,13,12,True,True,True,False
681,1,training,16,15,True,True,True,False
682,1,training,16,15,True,True,True,False
683,1,training,15,14,True,True,True,False
685,1,training,14,12,True,True,True,False
686,1,training,15,14,True,True,True,False
689,1,training,16,14,False,False,True,True
692,1,training,13,11,True,True,True,False
697,1,training,11,10,True,True,True,False
698,1,training,20,18,True,False,True,False
699,1,training,15,14,True,True,True,False
702,1,training,11,10,True,True,True,False
703,1,training,11,10,True,True,True,False
704,1,training,16,15,True,True,True,False
708,1,training,13,12,True,True,True,False
709,1,training,16,15,True,True,True,False
710,1,training,14,13,True,True,True,False
711,1,training,23,22,True,True,True,False
712,1,training,14,13,True,True,True,False
715,1,training,16,15,True,True,True,False
716,1,training,13,12,True,True,True,False
719,1,training,15,14,True,True,True,False
720,1,training,17,14,True,True,True,False
724,1,training,16,14,False,False,True,True
726,1,training,11,10,True,True,True,False
727,1,training,16,15,True,True,True,False
729,1,training,11,10,True,True,True,False
730,1,training,15,12,False,False,True,True
738,1,training,13,12,True,True,True,False
739,1,training,14,11,False,False,True,True
748,1,training,14,13,True,True,True,False
752,1,training,12,11,True,True,True,False
754,1,training,15,14,True,True,True,False
755,1,training,13,11,False,False,True,True
759,1,training,18,16,False,False,True,True
760,1,training,12,10,False,False,True,True
761,1,training,15,14,True,True,True,False
762,1,training,19,17,False,False,True,True
763,1,training,21,19,False,False,True,True
764,1,training,13,11,False,False,True,True
765,1,training,16,14,False,False,True,True
766,1,training,17,15,False,False,True,True
767,1,training,16,14,False,False,True,True
768,1,training,18,16,False,False,True,True
770,1,training,14,12,False,False,True,True
772,1,training,18,16,False,False,True,True
773,1,training,12,10,False,False,True,True
774,1,training,16,14,False,False,True,True
775,1,training,12,11,True,True,True,False
777,1,training,20,18,False,False,True,True
778,1,training,21,19,False,False,True,True
779,1,training,21,19,False,False,True,True
781,1,training,13,12,False,False,True,True
782,1,training,11,10,True,True,True,False
783,1,training,16,14,False,False,True,True
784,1,training,19,17,False,False,True,True
785,1,training,16,15,True,True,True,False
786,1,training,25,23,False,False,True,True
787,1,training,12,11,True,True,True,False
788,1,training,17,15,False,False,True,True
789,1,training,14,12,False,False,True,True
790,1,training,12,10,False,False,True,True
795,1,training,21,20,True,True,True,False
796,1,training,12,10,True,True,True,False
797,1,training,20,18,True,True,True,False
801,1,training,17,15,False,False,True,True
803,1,training,12,10,False,False,True,True
804,1,training,23,22,True,True,True,False
806,1,training,12,11,True,True,True,False
807,1,training,13,12,True,True,True,False
809,1,training,16,13,False,False,True,True
812,1,training,11,10,True,True,True,False
813,1,training,25,22,False,False,True,True
816,1,training,19,17,False,False,True,True
817,1,training,25,24,True,True,True,False
819,1,training,18,17,True,True,True,False
820,1,training,11,10,True,True,True,False
821,1,training,20,18,False,False,True,True
823,1,training,13,12,True,True,True,False
833,1,training,16,13,False,False,True,True
835,1,training,17,15,False,False,True,True
837,1,training,16,13,False,False,True,True
838,1,training,14,13,True,True,True,False
840,1,training,21,17,False,False,True,True
859,1,training,11,10,True,True,True,False
861,1,training,13,12,True,True,True,False
862,1,training,11,10,True,True,True,False
863,1,training,12,11,True,True,True,False
865,1,training,11,10,True,True,True,False
868,1,training,13,12,True,True,True,False
870,1,training,17,16,True,True,True,False
871,1,training,15,14,True,True,True,False
873,1,training,14,13,True,True,True,False
874,1,training,11,10,True,True,True,False
875,1,training,16,15,True,True,True,False
876,1,training,14,13,True,True,True,False
877,1,training,11,10,True,True,True,False
878,1,training,16,15,True,True,True,False
879,1,training,14,12,False,False,True,True
881,1,training,16,15,True,True,True,False
882,1,training,12,11,True,True,True,False
884,1,training,14,13,True,True,True,False
885,1,training,24,23,True,True,True,False
886,1,training,14,13,True,True,True,False
887,1,training,14,13,True,True,True,False
888,1,training,13,12,True,True,True,False
890,1,training,12,11,True,True,True,False
891,1,training,16,15,True,True,True,False
892,1,training,12,11,True,True,True,False
893,1,training,16,15,True,True,True,False
894,1,training,16,15,True,True,True,False
895,1,training,27,26,True,True,True,False
897,1,training,18,17,True,True,True,False
898,1,training,16,14,False,False,True,True
899,1,training,13,12,True,True,True,False
902,1,training,14,12,False,False,True,True
903,1,training,15,14,True,True,True,False
904,1,training,15,14,True,True,True,False
905,1,training,12,11,True,True,True,False
906,1,training,11,10,True,True,True,False
907,1,training,12,11,True,True,True,False
909,1,training,18,17,True,True,True,False
910,1,training,12,11,True,True,True,False
913,1,training,18,17,True,True,True,False
914,1,training,16,15,True,True,True,False
916,1,training,15,14,True,True,True,False
917,1,training,18,17,True,True,True,False
920,1,training,14,12,False,False,True,True
921,1,training,14,13,True,True,True,False
922,1,training,17,16,True,True,True,False
923,1,training,17,16,True,True,True,False
925,1,training,19,18,True,True,True,False
927,1,training,17,15,False,False,True,True
928,1,training,11,10,True,True,True,False
929,1,training,18,15,False,False,True,True
930,1,training,11,10,True,True,True,False
931,1,training,11,10,True,True,True,False
932,1,training,19,17,False,False,True,True
933,1,training,13,12,True,True,True,False
936,1,training,14,13,True,True,True,False
940,1,training,14,12,True,True,True,False
942,1,training,16,15,True,True,True,False
943,1,training,15,14,True,True,True,False
946,1,training,12,10,False,False,True,True
947,1,training,12,11,True,True,True,False
948,1,training,12,11,True,True,True,False
952,1,training,21,20,True,True,True,False
955,1,training,16,15,True,True,True,False
956,1,training,13,12,True,True,True,False
957,1,training,11,10,True,True,True,False
964,1,training,12,11,True,True,True,False
969,1,training,16,15,True,True,True,False
970,1,training,15,14,True,True,True,False
974,1,training,14,13,True,True,True,False
978,1,training,15,14,True,True,True,False
980,1,training,13,11,False,False,True,True
987,1,training,15,14,True,True,True,False
989,1,training,14,13,True,True,True,False
990,1,training,15,14,True,True,True,False
992,2,training,14,13,True,True,True,False
993,2,training,17,16,True,True,True,False
994,2,training,20,19,True,True,True,False
995,2,training,16,15,True,True,True,False
996,2,training,12,11,True,True,True,False
997,2,training,19,18,True,True,True,False
998,2,training,16,14,False,False,True,True
999,2,training,14,13,True,True,True,False
1001,2,training,20,19,True,True,True,False
1002,2,training,18,17,True,True,True,False
1003,2,training,12,11,True,True,True,False
1004,2,training,16,15,True,True,True,False
1005,2,training,13,12,True,True,True,False
1006,2,training,18,17,True,True,True,False
1008,2,training,20,19,True,True,True,False
1009,2,training,21,20,True,True,True,False
1010,2,training,11,10,True,True,True,False
1011,2,training,26,25,True,True,True,False
1012,2,training,18,17,True,True,True,False
1014,2,training,16,14,False,False,True,True
1015,2,training,17,15,False,False,True,True
1016,2,training,19,18,True,True,True,False
1019,2,training,12,11,True,True,True,False
1020,2,training,15,14,True,True,True,False
1021,2,training,14,13,True,True,True,False
1022,2,training,13,12,True,True,True,False
1023,2,training,17,16,True,True,True,False
1025,2,training,12,11,True,True,True,False
1026,2,training,18,16,False,False,True,True
1027,2,training,14,12,False,False,True,True
1028,2,training,18,17,True,True,True,False
1030,2,training,24,23,True,True,True,False
1031,2,training,19,18,True,True,True,False
1034,2,training,11,10,True,True,True,False
1035,2,training,20,19,True,True,True,False
1037,2,training,13,12,True,True,True,False
1039,2,training,14,12,False,False,True,True
1041,2,training,21,20,True,True,True,False
1042,2,training,16,15,True,True,True,False
1043,2,training,19,16,False,False,True,True
1044,2,training,14,13,True,True,True,False
1045,2,training,15,14,True,True,True,False
1049,2,training,13,12,True,True,True,False
1050,2,training,13,11,False,False,True,True
1052,2,training,21,20,True,True,True,False
1053,2,training,14,13,True,True,True,False
1054,2,training,19,18,True,True,True,False
1056,2,training,15,14,True,True,True,False
1057,2,training,11,10,True,True,True,False
1058,2,training,17,16,True,True,True,False
1059,2,training,17,15,True,True,True,False
1064,2,training,16,14,False,False,True,True
1066,2,training,16,13,False,False,True,True
1067,2,training,16,14,False,False,True,True
1068,2,training,14,11,False,False,True,True
1074,2,training,15,14,True,True,True,False
1079,2,training,13,12,True,True,True,False
1087,2,training,14,13,True,True,True,False
1091,2,training,13,11,False,False,True,True
1097,2,training,13,12,True,True,True,False
1098,2,training,12,11,True,True,True,False
1099,2,training,16,15,True,True,True,False
1100,2,training,13,12,True,True,True,False
1101,2,training,19,17,False,False,True,True
1102,2,training,15,14,True,True,True,False
1103,2,training,13,12,True,True,True,False
1104,2,training,16,15,True,True,True,False
1106,2,training,14,10,False,False,True,True
1108,2,training,14,13,True,True,True,False
1109,2,training,19,18,True,True,True,False
1110,2,training,23,21,False,False,True,True
1111,2,training,13,12,True,True,True,False
1113,2,training,21,20,True,True,True,False
1114,2,training,16,15,True,True,True,False
1116,2,training,15,14,True,True,True,False
1117,2,training,14,13,True,True,True,False
1119,2,training,15,14,True,True,True,False
1120,2,training,14,13,True,True,True,False
1121,2,training,21,19,False,False,True,True
1123,2,training,16,14,False,False,True,True
1125,2,training,14,13,True,True,True,False
1126,2,training,15,13,False,False,True,True
1127,2,training,20,18,True,True,True,False
1128,2,training,14,13,True,True,True,False
1129,2,training,16,14,False,False,True,True
1135,2,training,20,19,True,True,True,False
1137,2,training,20,19,True,True,True,False
1138,2,training,16,15,True,True,True,False
1141,2,training,20,19,True,True,True,False
1142,2,training,25,23,True,True,True,False
1143,2,training,14,13,True,True,True,False
1145,2,training,17,16,True,True,True,False
1147,2,training,13,12,True,True,True,False
1149,2,training,17,16,True,True,True,False
1150,2,training,13,12,True,True,True,False
1151,2,training,16,15,True,True,True,False
1152,2,training,22,20,False,False,True,True
1156,2,training,24,23,True,True,True,False
1160,2,training,12,11,True,True,True,False
1161,2,training,14,12,False,False,True,True
1163,2,training,15,13,False,False,True,True
1165,2,training,13,11,False,False,True,True
1167,2,training,12,10,False,False,True,True
1169,2,training,15,13,True,True,True,False
1175,2,training,12,10,False,False,True,True
1179,2,training,15,14,True,True,True,False
1180,2,training,14,10,True,True,True,False
1181,2,training,15,14,True,True,True,False
1197,2,training,16,14,False,False,True,True
1200,2,training,12,11,True,True,True,False
1204,2,training,12,11,True,True,True,False
1208,2,training,11,10,True,True,True,False
1212,2,training,17,16,True,True,True,False
1213,2,training,11,10,True,True,True,False
1214,2,training,12,11,True,True,True,False
1216,2,training,23,22,True,True,True,False
1217,2,training,12,11,True,True,True,False
1218,2,training,17,16,True,True,True,False
1219,2,training,17,16,True,True,True,False
1221,2,training,14,13,True,True,True,False
1223,2,training,13,12,True,True,True,False
1224,2,training,12,11,True,True,True,False
1225,2,training,12,11,True,True,True,False
1226,2,training,13,12,True,True,True,False
1227,2,training,12,11,True,True,True,False
1228,2,training,14,13,True,True,True,False
1229,2,training,14,13,True,True,True,False
1230,2,training,16,15,True,True,True,False
1232,2,training,11,10,True,True,True,False
1233,2,training,11,10,True,True,True,False
1234,2,training,12,10,False,False,True,True
1235,2,training,15,14,True,True,True,False
1236,2,training,13,12,True,True,True,False
1237,2,training,15,14,True,True,True,False
1238,2,training,14,13,True,True,True,False
1239,2,training,14,13,True,True,True,False
1241,2,training,11,10,True,True,True,False
1242,2,training,19,18,True,True,True,False
1245,2,training,11,10,True,True,True,False
1246,2,training,11,10,True,True,True,False
1248,2,training,15,14,True,True,True,False
1249,2,training,13,12,True,True,True,False
1250,2,training,14,13,True,True,True,False
1251,2,training,16,14,False,False,True,True
1252,2,training,19,17,False,False,True,True
1253,2,training,13,12,True,True,True,False
1256,2,training,15,13,False,False,True,True
1257,2,training,11,10,True,True,True,False
1260,2,training,13,12,False,False,True,True
1262,2,training,15,14,True,True,True,False
1263,2,training,14,13,True,True,True,False
1264,2,training,14,13,True,True,True,False
1266,2,training,12,11,True,True,True,False
1267,2,training,21,20,False,False,True,True
1268,2,training,25,21,False,False,True,True
1269,2,training,18,15,False,False,True,True
1272,2,training,11,10,True,True,True,False
1277,2,training,18,16,False,False,True,True
1279,2,training,14,13,True,True,True,False
1288,2,training,14,13,True,True,True,False
1290,2,training,13,11,False,False,True,True
1291,2,training,12,11,False,False,True,True
1294,2,training,12,11,True,True,True,False
1298,2,training,14,13,True,True,True,False
1308,2,training,15,14,True,True,True,False
1317,2,training,14,13,True,True,True,False
1320,2,training,14,13,True,True,True,False
1321,2,training,15,14,True,True,True,False
1323,2,training,13,12,True,True,True,False
1324,2,training,17,16,True,True,True,False
1325,2,training,14,13,True,True,True,False
1326,2,training,19,17,False,False,True,True
1327,2,training,20,19,True,True,True,False
1328,2,training,21,20,True,True,True,False
1329,2,training,16,15,True,True,True,False
1330,2,training,14,13,True,True,True,False
1331,2,training,13,12,True,True,True,False
1332,2,training,14,13,True,True,True,False
1333,2,training,26,24,False,False,True,True
1334,2,training,13,12,True,True,True,False
1335,2,training,11,10,True,True,True,False
1336,2,training,13,12,True,True,True,False
1337,2,training,12,11,True,True,True,False
1338,2,training,13,12,True,True,True,False
1339,2,training,18,17,True,True,True,False
1340,2,training,18,17,True,True,True,False
1342,2,training,17,16,True,True,True,False
1343,2,training,11,10,True,True,True,False
1344,2,training,17,15,False,False,True,True
1345,2,training,19,17,False,False,True,True
1346,2,training,14,13,True,True,True,False
1347,2,training,17,15,False,False,True,True
1348,2,training,19,18,True,True,True,False
1349,2,training,18,17,True,True,True,False
1350,2,training,14,13,True,True,True,False
1351,2,training,12,10,False,False,True,True
1352,2,training,22,20,False,False,True,True
1353,2,training,15,14,True,True,True,False
1354,2,training,21,20,True,True,True,False
1355,2,training,15,14,True,True,True,False
1358,2,training,25,23,False,False,True,True
1362,2,training,24,23,True,True,True,False
1366,2,training,12,11,True,True,True,False
1371,2,training,12,11,True,True,True,False
1372,2,training,13,12,True,True,True,False
1375,2,training,18,17,True,True,True,False
1376,2,training,20,19,True,True,True,False
1378,2,training,12,11,True,True,True,False
1379,2,training,18,16,False,False,True,True
1383,2,training,21,20,True,True,True,False
1386,2,training,11,10,True,True,True,False
1391,2,training,22,20,False,False,True,True
1393,2,training,26,23,False,False,True,True
1395,2,training,11,10,True,True,True,False
1398,2,training,12,10,True,True,True,False
1399,2,training,15,13,True,True,True,False
1401,2,training,12,10,False,False,True,True
1420,2,training,11,10,True,True,True,False
1422,2,training,12,11,True,True,True,False
1423,2,training,11,10,True,True,True,False
1424,2,training,13,12,True,True,True,False
1427,2,training,11,10,True,True,True,False
1430,2,training,13,11,False,False,True,True
1431,2,training,16,14,False,False,True,True
1433,2,training,15,14,True,True,True,False
1434,2,training,11,10,True,True,True,False
1436,2,training,13,12,True,True,True,False
1437,2,training,16,15,True,True,True,False
1438,2,training,13,12,True,True,True,False
1439,2,training,14,13,True,True,True,False
1440,2,training,13,12,True,True,True,False
1441,2,training,15,14,True,True,True,False
1442,2,training,13,12,True,True,True,False
1443,2,training,18,17,True,True,True,False
1444,2,training,17,16,True,True,True,False
1446,2,training,13,12,True,True,True,False
1447,2,training,14,13,True,True,True,False
1448,2,training,13,12,True,True,True,False
1450,2,training,11,10,True,True,True,False
1451,2,training,14,13,True,True,True,False
1452,2,training,18,17,True,True,True,False
